ID;City;Weekdays_WE;Price;room_type;room_shared;room_private;person_capacity;host_is_superhost;multi_room;Buisness_noBuisness;cleanliness_rating;guest_satisfaction_overall;bedrooms;Center_dist;metro_dist;lng;lat
238;Paris;Weekdays;301,05;Entire home/apt;False;False;2;False;1;0;9;92;1;0,51;0,11;2,35641;48,85267
239;Paris;Weekdays;445,52;Private room;False;True;2;False;1;0;6;80;1;1,24;0,37;2,34245;48,86536
240;Paris;Weekdays;401,48;Private room;False;True;2;False;1;0;10;96;1;1,21;0,4;2,342;48,86488
241;Paris;Weekdays;289,4;Entire home/apt;False;False;2;False;0;0;10;95;0;0,83;0,26;2,35753;48,86337
242;Paris;Weekdays;243,03;Entire home/apt;False;False;2;False;0;0;9;90;0;2,08;0,18;2,33152;48,86901
243;Paris;Weekdays;726,3;Entire home/apt;False;False;3;False;1;0;10;100;0;1,72;0,33;2,32935;48,8572
244;Paris;Weekdays;419,42;Entire home/apt;False;False;4;False;0;1;10;93;1;1,28;0,21;2,355;48,868
245;Paris;Weekdays;720,48;Private room;False;True;2;False;0;1;10;100;1;2,42;0,12;2,32588;48,86918
246;Paris;Weekdays;287,31;Entire home/apt;False;False;2;False;0;1;9;90;0;0,87;0,42;2,36138;48,86199
247;Paris;Weekdays;327,15;Private room;False;True;2;False;1;0;10;95;1;2,49;0,11;2,3357;48,87593
248;Paris;Weekdays;583,7;Private room;False;True;2;False;0;1;10;100;1;1,82;0,08;2,33078;48,86414
249;Paris;Weekdays;500,28;Private room;False;True;2;False;0;1;10;100;1;1,78;0,16;2,33189;48,86475
250;Paris;Weekdays;491,19;Private room;False;True;2;False;1;0;8;80;1;0,97;0,13;2,34186;48,86156
251;Paris;Weekdays;266,33;Entire home/apt;False;False;2;False;0;0;9;96;0;1,44;0,18;2,34789;48,86911
252;Paris;Weekdays;536,16;Entire home/apt;False;False;5;False;0;1;9;93;0;1,44;0,14;2,34928;48,8693
253;Paris;Weekdays;287,31;Entire home/apt;False;False;2;False;0;1;10;95;1;1,48;0,13;2,3481;48,86952
254;Paris;Weekdays;530,57;Private room;False;True;2;False;0;1;9;94;1;2,13;0,06;2,332;48,87
255;Paris;Weekdays;219,73;Private room;False;True;2;False;1;0;10;91;1;1,94;0,24;2,3592;48,8735
256;Paris;Weekdays;222,29;Private room;False;True;2;False;1;0;9;92;1;2,06;0,29;2,36113;48,87427
257;Paris;Weekdays;241,63;Private room;False;True;2;False;1;0;10;80;1;2;0,29;2,36101;48,87368
258;Paris;Weekdays;521,25;Entire home/apt;False;False;3;False;0;0;8;97;1;1,46;0,12;2,33615;48,86379
259;Paris;Weekdays;252,35;Private room;False;True;2;False;0;1;8;78;0;1,41;0,14;2,34715;48,86867
260;Paris;Weekdays;391,23;Private room;False;True;2;False;1;0;10;60;1;1,45;0,01;2,33344;48,85381
261;Paris;Weekdays;430,84;Private room;False;True;3;False;1;0;9;90;1;1,42;0,04;2,33384;48,85394
262;Paris;Weekdays;613,99;Entire home/apt;False;False;3;False;0;0;8;100;1;1,98;0,09;2,32595;48,85476
263;Paris;Weekdays;660,13;Entire home/apt;False;False;5;False;0;0;8;84;1;0,74;0,12;2,34582;48,86143
264;Paris;Weekdays;364,43;Private room;False;True;2;False;1;0;10;100;1;2,63;0,22;2,32992;48,87486
265;Paris;Weekdays;184,08;Entire home/apt;False;False;2;False;0;0;8;90;1;1,46;0,13;2,34858;48,8694
266;Paris;Weekdays;311,31;Entire home/apt;False;False;3;False;0;0;9;94;1;3,78;0,2;2,31445;48,87938
267;Paris;Weekdays;686,92;Entire home/apt;False;False;4;False;0;1;9;83;1;1,48;0,19;2,34632;48,86918
268;Paris;Weekdays;969,8;Entire home/apt;False;False;6;False;0;1;10;83;2;1,53;0,22;2,3462;48,86968
269;Paris;Weekdays;252,82;Entire home/apt;False;False;2;True;1;0;10;97;1;3,04;0,17;2,329;48,879
270;Paris;Weekdays;683,43;Private room;False;True;2;False;0;1;10;94;1;1,28;0,04;2,36561;48,86433
271;Paris;Weekdays;463,46;Entire home/apt;False;False;3;False;0;0;10;96;1;0,59;0,3;2,35464;48,85143
272;Paris;Weekdays;327,62;Entire home/apt;False;False;2;False;0;1;10;93;0;1,83;0,12;2,33815;48,86994
273;Paris;Weekdays;770,34;Entire home/apt;False;False;4;False;1;0;9;88;1;1,14;0,21;2,34566;48,86568
274;Paris;Weekdays;183,15;Entire home/apt;False;False;2;False;0;0;7;79;0;2,02;0,34;2,35257;48,87471
275;Paris;Weekdays;280,32;Entire home/apt;False;False;2;False;0;0;9;91;1;0,93;0,29;2,35911;48,86385
276;Paris;Weekdays;616,09;Entire home/apt;False;False;4;False;0;1;8;80;1;1,3;0,07;2,36124;48,86681
277;Paris;Weekdays;800,63;Entire home/apt;False;False;4;False;0;1;8;80;2;1,73;0,16;2,333;48,865
278;Paris;Weekdays;318,3;Private room;False;True;4;False;1;0;9;89;1;1,08;0,23;2,34901;48,866
279;Paris;Weekdays;235,81;Private room;False;True;3;False;1;0;9;87;0;0,93;0,11;2,34919;48,86456
280;Paris;Weekdays;433,17;Entire home/apt;False;False;4;False;0;0;10;95;1;2,52;0,17;2,33024;48,87374
281;Paris;Weekdays;675,27;Entire home/apt;False;False;6;False;0;1;9;80;1;1,25;0,24;2,35495;48,8677
282;Paris;Weekdays;290,57;Entire home/apt;False;False;2;False;0;1;10;87;0;1,17;0,13;2,34721;48,86643
283;Paris;Weekdays;425,02;Entire home/apt;False;False;3;False;0;1;9;90;0;1,15;0,15;2,34729;48,86629
284;Paris;Weekdays;462,07;Entire home/apt;False;False;4;False;0;1;10;87;0;1,02;0,18;2,34904;48,86545
285;Paris;Weekdays;275,65;Entire home/apt;False;False;2;False;1;0;9;92;0;2,07;0,27;2,343;48,874
286;Paris;Weekdays;365,83;Entire home/apt;False;False;3;False;0;1;9;84;0;1,26;0,07;2,35981;48,86685
287;Paris;Weekdays;289,4;Entire home/apt;False;False;2;False;0;0;10;94;0;1,99;0,25;2,34534;48,87383
288;Paris;Weekdays;576,71;Private room;False;True;2;False;1;0;10;100;1;2,18;0,15;2,3358;48,8727
289;Paris;Weekdays;407,77;Entire home/apt;False;False;2;True;0;0;10;94;1;1,22;0,08;2,35947;48,86662
290;Paris;Weekdays;631,23;Entire home/apt;False;False;4;True;0;1;10;96;1;1,31;0,12;2,34488;48,8671
291;Paris;Weekdays;385,64;Entire home/apt;False;False;2;True;0;1;10;91;1;1,59;0,2;2,33905;48,8677
292;Paris;Weekdays;968,4;Entire home/apt;False;False;6;False;0;1;10;99;2;1,24;0,1;2,34768;48,86719
293;Paris;Weekdays;968,4;Entire home/apt;False;False;6;False;0;1;10;99;2;1,17;0,15;2,34796;48,86662
294;Paris;Weekdays;808,32;Entire home/apt;False;False;4;True;0;0;10;99;1;1,33;0,21;2,35169;48,86855
295;Paris;Weekdays;242,57;Entire home/apt;False;False;2;False;1;0;8;82;0;0,45;0,05;2,3469;48,85791
296;Paris;Weekdays;290,33;Entire home/apt;False;False;4;False;0;0;7;83;1;1,15;0,12;2,35899;48,86602
297;Paris;Weekdays;349,75;Private room;False;True;2;False;1;0;10;100;1;1,77;0,18;2,33509;48,8674
298;Paris;Weekdays;785,49;Entire home/apt;False;False;4;False;0;1;9;91;2;0,86;0,17;2,356;48,864
299;Paris;Weekdays;312,7;Entire home/apt;False;False;2;False;0;0;9;87;0;1,25;0,05;2,36539;48,86409
300;Paris;Weekdays;1660,45;Private room;False;True;6;False;0;1;10;80;3;2;0,08;2,33766;48,87159
301;Paris;Weekdays;378,41;Private room;False;True;2;False;0;1;10;92;1;1,96;0,06;2,33945;48,87189
302;Paris;Weekdays;511,46;Private room;False;True;3;False;0;1;10;93;1;3,02;0,18;2,32873;48,8786
303;Paris;Weekdays;927,39;Private room;False;True;5;False;0;1;9;73;2;2,95;0,13;2,32658;48,8767
304;Paris;Weekdays;376,55;Entire home/apt;False;False;3;False;1;0;8;78;1;1,58;0;2,34889;48,87052
305;Paris;Weekdays;504,47;Private room;False;True;2;False;0;1;10;100;1;1,38;0,34;2,33934;48,86534
306;Paris;Weekdays;379,35;Private room;False;True;2;False;0;1;9;94;1;1,22;0,39;2,34239;48,86514
307;Paris;Weekdays;357,44;Private room;False;True;2;False;0;1;10;80;1;1,19;0,33;2,341;48,864
308;Paris;Weekdays;751,47;Private room;False;True;4;False;0;1;10;100;2;1,19;0,33;2,341;48,864
309;Paris;Weekdays;243,03;Private room;False;True;2;False;0;0;9;95;1;0,83;0,13;2,34631;48,85046
310;Paris;Weekdays;248,63;Entire home/apt;False;False;2;False;0;1;9;94;0;0,25;0,34;2,356;48,85719
311;Paris;Weekdays;392,63;Entire home/apt;False;False;2;True;1;0;10;99;0;2,52;0,04;2,32443;48,8694
312;Paris;Weekdays;379,35;Private room;False;True;2;False;0;1;10;94;1;0,66;0,22;2,349;48,862
313;Paris;Weekdays;423,39;Private room;False;True;2;False;0;1;10;87;1;0,63;0,19;2,34785;48,86122
314;Paris;Weekdays;573,21;Entire home/apt;False;False;6;False;0;1;10;94;1;2,28;0,04;2,339;48,875
315;Paris;Weekdays;507,27;Private room;False;True;2;False;0;1;10;100;1;1,8;0,06;2,337;48,869
316;Paris;Weekdays;486,53;Entire home/apt;False;False;2;False;0;0;10;100;1;0,17;0,23;2,35456;48,85754
317;Paris;Weekdays;580,2;Entire home/apt;False;False;4;False;0;0;10;100;1;0,77;0,43;2,3589;48,86218
318;Paris;Weekdays;243,03;Private room;False;True;2;False;0;0;9;100;1;1,07;0,17;2,35845;48,8654
319;Paris;Weekdays;744,94;Entire home/apt;False;False;6;False;0;1;9;88;2;1,28;0,14;2,35918;48,86724
320;Paris;Weekdays;1100,52;Entire home/apt;False;False;2;False;1;0;9;95;1;3,5;0,14;2,31002;48,87067
321;Paris;Weekdays;451,81;Entire home/apt;False;False;2;False;0;0;6;80;1;0,93;0,38;2,36162;48,86251
322;Paris;Weekdays;331,11;Entire home/apt;False;False;3;False;1;0;10;93;0;0,88;0,41;2,36189;48,86174
323;Paris;Weekdays;321,79;Entire home/apt;False;False;2;False;0;1;7;60;0;2,93;0,1;2,32659;48,87645
324;Paris;Weekdays;432,01;Entire home/apt;False;False;4;False;0;1;9;90;1;2,94;0,11;2,32513;48,87575
325;Paris;Weekdays;336,01;Entire home/apt;False;False;2;False;0;1;6;60;0;2,91;0,07;2,32635;48,87611
326;Paris;Weekdays;255,85;Private room;False;True;2;False;0;0;6;75;1;0,9;0,38;2,36232;48,86162
327;Paris;Weekdays;347,42;Entire home/apt;False;False;2;False;0;0;9;92;0;1,77;0,21;2,32905;48,85377
328;Paris;Weekdays;753,1;Entire home/apt;False;False;4;False;0;0;10;95;2;0,81;0,17;2,34809;48,86321
329;Paris;Weekdays;254,45;Entire home/apt;False;False;3;False;1;0;10;93;0;0,96;0,16;2,34856;48,86473
330;Paris;Weekdays;489,79;Entire home/apt;False;False;4;False;0;1;8;80;1;1,82;0,2;2,335;48,868
331;Paris;Weekdays;298,96;Entire home/apt;False;False;2;False;1;0;9;91;0;1,57;0,11;2,35444;48,87069
332;Paris;Weekdays;531,74;Entire home/apt;False;False;4;False;0;1;9;96;1;1,43;0,15;2,34691;48,86882
333;Paris;Weekdays;333,68;Entire home/apt;False;False;4;False;0;0;9;82;1;1,29;0,17;2,34869;48,86788
334;Paris;Weekdays;287,07;Entire home/apt;False;False;2;True;0;0;9;92;0;0,86;0,12;2,35218;48,86425
335;Paris;Weekdays;316,67;Entire home/apt;False;False;3;True;0;0;10;95;0;1;0,03;2,3558;48,86534
336;Paris;Weekdays;267,97;Entire home/apt;False;False;2;False;0;1;8;79;1;1,16;0,14;2,35612;48,86677
337;Paris;Weekdays;261,91;Entire home/apt;False;False;3;False;0;0;10;94;1;1,95;0,22;2,35388;48,87411
338;Paris;Weekdays;287,31;Private room;False;True;2;False;0;1;8;88;1;2,2;0,04;2,33166;48,87062
339;Paris;Weekdays;183,15;Entire home/apt;False;False;2;False;0;1;8;70;0;1,23;0,07;2,35969;48,86662
340;Paris;Weekdays;544,32;Entire home/apt;False;False;4;False;0;0;9;90;1;1,01;0,15;2,34965;48,86538
341;Paris;Weekdays;336,01;Entire home/apt;False;False;4;False;0;0;9;89;1;3,25;0,17;2,31677;48,8737
342;Paris;Weekdays;436,67;Entire home/apt;False;False;4;False;0;1;10;100;1;3,75;0,18;2,30774;48,87262
343;Paris;Weekdays;257,01;Private room;False;True;2;False;0;0;9;92;1;1,87;0,12;2,34432;48,87247
344;Paris;Weekdays;195,5;Entire home/apt;False;False;3;False;0;1;9;88;0;1,19;0,15;2,36402;48,86429
345;Paris;Weekdays;492,36;Entire home/apt;False;False;4;False;0;1;9;93;0;1,56;0,05;2,34833;48,87026
346;Paris;Weekdays;248,63;Entire home/apt;False;False;2;False;1;0;10;97;0;1,38;0,21;2,34873;48,86869
347;Paris;Weekdays;497,95;Entire home/apt;False;False;4;False;0;0;9;91;1;2,77;0,11;2,32677;48,87461
348;Paris;Weekdays;242,8;Private room;False;True;2;False;0;0;10;100;1;0,72;0,1;2,34656;48,86161
349;Paris;Weekdays;329,95;Entire home/apt;False;False;3;False;0;0;8;82;2;0,91;0,08;2,34952;48,86448
350;Paris;Weekdays;764,75;Entire home/apt;False;False;6;False;1;0;9;87;2;1,58;0,21;2,34393;48,86949
351;Paris;Weekdays;473,72;Entire home/apt;False;False;3;True;0;0;9;93;1;1,32;0,07;2,33592;48,85226
352;Paris;Weekdays;426,18;Entire home/apt;False;False;2;False;0;1;9;94;1;1,23;0,07;2,347;48,867
353;Paris;Weekdays;254,22;Entire home/apt;False;False;2;True;0;0;10;97;1;0,87;0,3;2,34096;48,85596
354;Paris;Weekdays;530,57;Entire home/apt;False;False;3;False;1;0;10;100;1;0,92;0,14;2,3422;48,861
355;Paris;Weekdays;386,8;Entire home/apt;False;False;2;False;0;0;9;87;0;0,95;0,1;2,34957;48,86484
356;Paris;Weekdays;507,27;Entire home/apt;False;False;2;False;0;0;10;98;1;0,45;0,39;2,35826;48,85834
357;Paris;Weekdays;413,37;Entire home/apt;False;False;2;False;0;0;10;100;1;3,66;0,24;2,30681;48,86941
358;Paris;Weekdays;411,27;Entire home/apt;False;False;2;False;0;0;9;82;1;2,57;0,22;2,33051;48,87444
359;Paris;Weekdays;828,36;Entire home/apt;False;False;6;False;0;0;9;96;2;3,26;0,24;2,31748;48,87441
360;Paris;Weekdays;654,07;Entire home/apt;False;False;4;False;0;1;9;92;1;1,61;0,24;2,33748;48,86702
361;Paris;Weekdays;609,1;Entire home/apt;False;False;6;False;0;1;10;100;3;1,1;0,14;2,36586;48,86141
362;Paris;Weekdays;554,8;Entire home/apt;False;False;4;True;0;0;9;100;1;1,24;0,22;2,3573;48,86734
363;Paris;Weekdays;637,29;Entire home/apt;False;False;4;False;0;0;9;97;3;1,04;0,03;2,35268;48,86589
364;Paris;Weekdays;219,73;Private room;False;True;2;False;0;0;9;92;0;0,69;0,18;2,34569;48,85248
365;Paris;Weekdays;253,05;Entire home/apt;False;False;2;False;0;1;10;96;1;1,41;0,12;2,34662;48,86861
366;Paris;Weekdays;987,04;Entire home/apt;False;False;6;False;1;0;10;100;2;3,07;0,33;2,31752;48,87146
367;Paris;Weekdays;331,11;Entire home/apt;False;False;4;False;0;0;8;77;0;0,92;0,29;2,36332;48,86104
368;Paris;Weekdays;289,4;Entire home/apt;False;False;2;False;0;0;8;100;0;1,19;0,13;2,36564;48,86303
369;Paris;Weekdays;497,95;Entire home/apt;False;False;3;False;0;0;8;40;1;1,6;0,2;2,34367;48,86969
370;Paris;Weekdays;461,13;Entire home/apt;False;False;2;False;0;1;10;86;0;1,09;0,29;2,33813;48,85459
371;Paris;Weekdays;254,45;Entire home/apt;False;False;2;False;0;1;9;84;0;0,84;0,18;2,35296;48,86408
372;Paris;Weekdays;343;Entire home/apt;False;False;2;False;0;0;9;84;1;0,22;0,08;2,35059;48,85799
373;Paris;Weekdays;405,44;Entire home/apt;False;False;3;False;0;0;9;91;1;2,79;0,26;2,3211;48,87049
374;Paris;Weekdays;301,05;Entire home/apt;False;False;2;False;0;0;10;100;0;0,8;0,23;2,3559;48,86348
375;Paris;Weekdays;826,96;Entire home/apt;False;False;6;False;0;0;10;91;2;2,68;0,21;2,32547;48,87259
376;Paris;Weekdays;457,41;Entire home/apt;False;False;4;False;0;1;9;87;1;1,27;0,2;2,35334;48,86795
377;Paris;Weekdays;682,26;Entire home/apt;False;False;6;False;0;1;9;89;2;1,18;0,12;2,35278;48,8672
378;Paris;Weekdays;677,84;Entire home/apt;False;False;6;False;0;1;9;80;1;1,21;0,18;2,35379;48,86744
379;Paris;Weekdays;254,68;Private room;False;True;2;False;0;0;9;95;1;2,1;0,14;2,35701;48,87525
380;Paris;Weekdays;358,84;Entire home/apt;False;False;4;False;0;1;7;69;0;1,54;0,06;2,34955;48,87023
381;Paris;Weekdays;358,84;Entire home/apt;False;False;2;False;1;0;10;95;1;0,77;0,26;2,35492;48,86336
382;Paris;Weekdays;302,22;Entire home/apt;False;False;4;False;0;0;9;98;1;1,72;0,21;2,35349;48,87201
383;Paris;Weekdays;366,06;Entire home/apt;False;False;4;False;0;1;9;91;0;2,99;0,05;2,32174;48,87408
384;Paris;Weekdays;594,18;Entire home/apt;False;False;4;False;0;1;9;84;0;1,92;0,25;2,32672;48,8586
385;Paris;Weekdays;166,6;Entire home/apt;False;False;2;False;0;0;8;91;0;2,71;0,18;2,323;48,871
386;Paris;Weekdays;315,03;Entire home/apt;False;False;2;False;0;0;10;90;0;1,7;0,05;2,33404;48,86563
387;Paris;Weekdays;297,56;Private room;False;True;2;False;1;0;10;93;1;1,41;0,17;2,349;48,869
388;Paris;Weekdays;889,64;Entire home/apt;False;False;5;False;0;0;9;94;2;0,88;0,18;2,34276;48,86103
389;Paris;Weekdays;445,75;Entire home/apt;False;False;5;False;0;1;7;64;1;1,32;0,29;2,34194;48,86603
390;Paris;Weekdays;377,71;Entire home/apt;False;False;4;False;0;1;9;94;0;2,95;0,06;2,32226;48,87393
391;Paris;Weekdays;1303,24;Entire home/apt;False;False;6;False;0;1;10;77;2;3,64;0,31;2,31315;48,87628
392;Paris;Weekdays;420,36;Entire home/apt;False;False;4;False;0;1;9;80;1;1,26;0,22;2,35444;48,86781
393;Paris;Weekdays;525,45;Entire home/apt;False;False;4;False;0;1;8;83;0;3,46;0,13;2,31099;48,87101
394;Paris;Weekdays;368,16;Entire home/apt;False;False;4;False;0;1;9;90;1;0,37;0,32;2,35766;48,85731
395;Paris;Weekdays;336,01;Entire home/apt;False;False;3;False;0;0;10;96;1;0,91;0,22;2,341;48,854
396;Paris;Weekdays;1778,12;Entire home/apt;False;False;6;False;0;1;9;94;3;3,82;0,32;2,30577;48,87137
397;Paris;Weekdays;312,7;Entire home/apt;False;False;2;False;0;1;10;98;0;1,66;0,19;2,343;48,87
398;Paris;Weekdays;152,16;Private room;False;True;2;False;0;0;9;86;1;1,38;0,09;2,35345;48,86897
399;Paris;Weekdays;600,01;Entire home/apt;False;False;4;False;0;0;9;86;2;1,53;0,09;2,34996;48,8702
400;Paris;Weekdays;432,01;Entire home/apt;False;False;4;False;0;0;9;95;1;1,33;0,22;2,34918;48,8683
401;Paris;Weekdays;594,18;Entire home/apt;False;False;4;False;1;0;10;100;0;2,09;0,1;2,32449;48,85882
402;Paris;Weekdays;594,18;Entire home/apt;False;False;4;False;0;1;10;67;0;1,75;0,31;2,32888;48,85721
403;Paris;Weekdays;469,06;Entire home/apt;False;False;4;False;0;0;9;94;2;0,94;0,19;2,35792;48,86427
404;Paris;Weekdays;331,11;Entire home/apt;False;False;3;False;0;0;10;100;0;2,67;0,15;2,32868;48,87464
405;Paris;Weekdays;298,72;Entire home/apt;False;False;2;False;0;0;10;100;1;1,15;0,09;2,35255;48,86695
406;Paris;Weekdays;277,98;Entire home/apt;False;False;4;False;0;0;10;98;1;2,87;0,06;2,327;48,876
407;Paris;Weekdays;471,39;Private room;False;True;2;False;1;0;10;100;1;2,95;0,05;2,32295;48,8744
408;Paris;Weekdays;507,5;Private room;False;True;2;False;1;0;10;100;1;3,06;0,07;2,32137;48,87473
409;Paris;Weekdays;283,58;Entire home/apt;False;False;2;True;1;0;9;92;0;1;0,23;2,33975;48,85391
410;Paris;Weekdays;284,98;Entire home/apt;False;False;2;False;0;0;10;93;0;2,78;0,22;2,32496;48,87355
411;Paris;Weekdays;224,39;Entire home/apt;False;False;2;False;1;0;7;76;0;0,43;0,27;2,35002;48,85998
412;Paris;Weekdays;301,05;Entire home/apt;False;False;2;False;0;0;9;100;0;0,94;0,36;2,36201;48,86242
413;Paris;Weekdays;378,65;Entire home/apt;False;False;3;False;0;0;10;100;0;0,44;0,18;2,35877;48,85616
414;Paris;Weekdays;580,2;Entire home/apt;False;False;3;False;0;1;10;100;1;0,59;0,09;2,35397;48,86179
415;Paris;Weekdays;1894,4;Entire home/apt;False;False;5;False;0;1;10;80;2;0,89;0,14;2,35517;48,86445
416;Paris;Weekdays;602,11;Entire home/apt;False;False;6;False;0;1;10;96;2;0,74;0,47;2,36086;48,86045
417;Paris;Weekdays;826,03;Entire home/apt;False;False;4;False;0;1;10;88;1;0,96;0,19;2,34252;48,86191
418;Paris;Weekdays;550,14;Entire home/apt;False;False;4;True;1;0;10;99;1;2,73;0,28;2,324;48,87221
419;Paris;Weekdays;260,04;Entire home/apt;False;False;2;False;0;0;10;90;0;1,83;0,21;2,34111;48,87108
420;Paris;Weekdays;259,34;Entire home/apt;False;False;2;False;1;0;9;93;1;0,64;0,23;2,34699;48,85229
421;Paris;Weekdays;1778,12;Entire home/apt;False;False;6;False;0;1;9;88;3;3,76;0,34;2,30574;48,87011
422;Paris;Weekdays;531,74;Entire home/apt;False;False;4;False;0;1;7;80;1;1,63;0,12;2,34732;48,87079
423;Paris;Weekdays;217,4;Entire home/apt;False;False;2;False;0;0;10;98;0;1,14;0,16;2,35842;48,86615
424;Paris;Weekdays;826,03;Entire home/apt;False;False;6;False;0;1;10;80;1;3,1;0,26;2,31906;48,87338
425;Paris;Weekdays;538,73;Entire home/apt;False;False;4;False;0;1;9;93;1;1,61;0,1;2,34752;48,87065
426;Paris;Weekdays;466,96;Entire home/apt;False;False;4;False;0;1;10;100;1;1,49;0,19;2,34695;48,86938
427;Paris;Weekdays;567,62;Entire home/apt;False;False;2;False;1;0;8;100;1;3,32;0,13;2,31166;48,86919
428;Paris;Weekdays;544,32;Entire home/apt;False;False;4;False;0;0;10;96;1;3,94;0,19;2,31277;48,88023
429;Paris;Weekdays;931,59;Entire home/apt;False;False;6;False;1;0;9;89;2;0,74;0,16;2,34827;48,86256
430;Paris;Weekdays;370,72;Entire home/apt;False;False;3;False;0;1;9;93;1;0,86;0,26;2,34121;48,85509
431;Paris;Weekdays;369,33;Entire home/apt;False;False;4;False;0;0;9;91;0;1,21;0,22;2,36333;48,86489
432;Paris;Weekdays;336,01;Entire home/apt;False;False;2;True;1;0;9;96;0;0,63;0,18;2,345;48,859
433;Paris;Weekdays;211,34;Entire home/apt;False;False;2;False;0;0;10;100;0;2,07;0,28;2,33082;48,86826
434;Paris;Weekdays;242,8;Entire home/apt;False;False;2;False;0;0;8;92;1;1,06;0,23;2,36379;48,86277
435;Paris;Weekdays;301,05;Entire home/apt;False;False;2;False;0;0;10;95;0;1,02;0,34;2,33904;48,85499
436;Paris;Weekdays;422,69;Entire home/apt;False;False;3;False;0;0;9;88;2;1,29;0,21;2,33532;48,85526
437;Paris;Weekdays;236,74;Entire home/apt;False;False;2;False;0;0;10;100;1;1,75;0,06;2,36047;48,87146
438;Paris;Weekdays;394,03;Entire home/apt;False;False;4;False;0;0;9;93;1;1,35;0,24;2,35865;48,8681
439;Paris;Weekdays;254,45;Entire home/apt;False;False;2;False;0;0;9;65;0;1,22;0,2;2,35061;48,86744
440;Paris;Weekdays;681,56;Entire home/apt;False;False;6;False;0;0;9;91;2;1,24;0,25;2,33588;48,85532
441;Paris;Weekdays;310,61;Entire home/apt;False;False;2;False;0;1;7;60;1;2,12;0,09;2,32383;48,85756
442;Paris;Weekdays;302,22;Entire home/apt;False;False;2;False;1;0;9;86;1;0,9;0,14;2,34865;48,86423
443;Paris;Weekdays;533,13;Entire home/apt;False;False;2;False;0;0;10;100;1;2,46;0,15;2,33896;48,87676
444;Paris;Weekdays;333,68;Entire home/apt;False;False;4;False;0;0;9;85;1;2,26;0,05;2,33392;48,87262
445;Paris;Weekdays;301,29;Entire home/apt;False;False;2;False;1;0;8;80;1;0,94;0,1;2,35535;48,86485
446;Paris;Weekdays;394,03;Entire home/apt;False;False;2;False;0;0;10;100;0;2,43;0,19;2,33452;48,87482
447;Paris;Weekdays;206,22;Private room;False;True;2;False;1;0;10;96;1;1,43;0,1;2,36463;48,86672
448;Paris;Weekdays;705,8;Entire home/apt;False;False;5;False;0;1;10;100;1;1,35;0,19;2,35176;48,86868
449;Paris;Weekdays;529,64;Entire home/apt;False;False;4;False;0;1;10;90;1;1,38;0,28;2,35738;48,86861
450;Paris;Weekdays;433,4;Entire home/apt;False;False;4;False;0;0;10;100;2;1,12;0,21;2,36512;48,86244
451;Paris;Weekdays;695,54;Entire home/apt;False;False;4;False;1;0;10;100;1;0,85;0,23;2,34147;48,85491
452;Paris;Weekdays;869,14;Entire home/apt;False;False;6;True;1;0;10;100;3;1,14;0,12;2,35692;48,86649
453;Paris;Weekdays;459,04;Entire home/apt;False;False;2;False;0;1;10;100;1;3,77;0,23;2,30692;48,87191
454;Paris;Weekdays;550,38;Entire home/apt;False;False;3;False;0;1;10;100;1;1,89;0,3;2,32725;48,85908
455;Paris;Weekdays;356,98;Entire home/apt;False;False;3;False;0;1;10;80;1;1,72;0,14;2,35464;48,87203
456;Paris;Weekdays;549,45;Entire home/apt;False;False;4;False;0;1;8;85;2;0,51;0,26;2,35439;48,85214
457;Paris;Weekdays;550,38;Entire home/apt;False;False;5;False;0;1;10;92;1;1,27;0,22;2,35133;48,86792
